CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
三门峡,259782-2,259779-0,70,6.4,4.92,22891,1602370
三门峡,259782-2,15114-129,69,6.55,4.82,49744,3432336
三门峡,259782-2,253891-0,69,6.05,5.98,3065,211485
三门峡,259782-2,253908-1,68,6.67,4.87,1694,115192
三门峡,259782-2,253920-2,68,6.74,4.98,5594,380392
三门峡,259782-2,259779-1,67,6.52,5.79,9371,627857
三门峡,259782-2,259584-3,66,6.86,5.23,3870,255420
三门峡,259782-2,15479-129,63,6.97,5.98,176,11088
三门峡,259782-2,253891-1,63,7.35,4.9,13648,859824
三门峡,259782-2,15516-130,63,7.39,5,314,19782
三门峡,259782-2,253924-1,63,7.14,5.6,67165,4231395
三门峡,259782-2,253908-0,62,7.21,5.91,10777,668174
三门峡,259782-2,124898-1,62,7.35,5.52,30419,1885978
三门峡,259782-2,253917-2,59,7.81,5.37,126,7434
三门峡,259782-2,253909-0,59,7.61,5.9,300,17700
三门峡,259782-2,253924-2,58,7.87,5.7,51825,3005850
三门峡,259782-2,253891-2,57,7.92,6.02,214,12198
三门峡,259782-2,253910-2,57,8.05,5.23,128,7296
三门峡,259782-2,15116-130,53,8.59,5.74,12612,668436
三门峡,259782-2,253922-0,53,8.53,5.66,368,19504
三门峡,259782-2,15116-129,53,8.57,5.59,34633,1835549
三门峡,259782-2,253911-1,52,8.67,5.48,1430,74360
三门峡,259782-2,15116-128,50,8.99,6.11,28355,1417750
三门峡,259782-2,253937-0,46,9.47,5.03,3752,172592
三门峡,259782-2,259782-1,40,10.27,5.23,17445,697800
三门峡,259782-2,253923-0,38,10.7,5.59,88,3344
三门峡,259782-2,253910-1,27,12.36,5.51,172,4644
三门峡,259782-2,7400-128,23,12.48,4.76,54,1242
三门峡,259782-2,124712-1,17,12.31,3.52,58,986
三门峡,259782-2,47468-0,15,13.58,4.35,125,1875
三门峡,259782-2,253903-1,14,11.38,2.18,104,1456
三门峡,259782-2,253786-1,13,12.58,3.12,124,1612
三门峡,259782-2,5660-130,12,11.75,2.35,136,1632
三门峡,259782-2,273929-129,11,11.53,2.07,76,836
三门峡,259782-2,124695-1,11,12.96,3.24,326,3586
三门峡,259782-2,273934-129,7,12.29,2.27,84,588
三门峡,259782-2,15478-130,3,17.96,4.83,56,168
三门峡,259782-2,253927-2,3,12.65,1.96,86,258
三门峡,259782-2,47433-0,3,19.94,5.74,98,294
三门峡,259782-2,253769-0,2,15.92,3.31,76,152
三门峡,259782-2,15329-130,0,19.53,2.98,188,0
三门峡,273928-128,15513-128,86,2.68,5.84,68,5848
三门峡,273928-128,15291-128,79,7.43,1.98,84,6636
三门峡,273928-128,273928-129,79,5.06,4.83,63154,4989166
三门峡,273928-128,124711-0,75,6.96,2.99,154,11550
三门峡,273928-128,253932-0,74,6.53,3.93,516,38184
三门峡,273928-128,124687-2,69,6.5,4.92,210607,14531883
三门峡,273928-128,253934-1,68,8.07,1.96,58,3944
三门峡,273928-128,259775-2,64,8.25,2.14,64,4096
三门峡,273928-128,253813-1,62,8.31,2.18,72,4464
三门峡,273928-128,253819-1,56,8.26,4.81,264,14784
三门峡,273928-128,5662-128,56,8.58,2.81,62,3472
三门峡,273928-128,273933-128,56,8.18,5.54,30546,1710576
三门峡,273928-128,15562-128,55,8.68,2.45,56,3080
三门峡,273928-128,253900-1,55,8.78,1.81,136,7480
三门峡,273928-128,124687-1,51,8.9,5.25,1782,90882
三门峡,273928-128,273928-130,44,10,6.92,250,11000
三门峡,273928-128,15324-128,33,12,6.65,12236,403788
三门峡,273928-128,15511-129,19,11.96,3.36,54,1026
三门峡,273928-128,253917-0,4,17.34,4.7,346,1384
三门峡,273928-128,15306-128,1,18.68,4.35,88,88
三门峡,273928-128,47433-0,1,21.37,5.65,76,76
三门峡,273928-128,253909-0,1,19.95,4.86,86,86
三门峡,273928-129,273928-130,92,2.85,4.31,4376,402592
三门峡,273928-129,253804-1,91,6.57,1.82,276,25116
三门峡,273928-129,273933-128,87,4.69,3.86,46082,4009134
三门峡,273928-129,273928-128,85,4.98,3.83,64042,5443570
三门峡,273928-129,124687-1,84,5.98,2.99,11468,963312
三门峡,273928-129,253917-2,80,2.44,7.96,96,7680
三门峡,273928-129,15322-128,67,5.51,8.04,102,6834
三门峡,273928-129,124687-2,66,6.46,6.14,83154,5488164
三门峡,273928-129,15291-129,65,8.06,2.44,66,4290
三门峡,273928-129,15295-130,64,6.9,5.73,15488,991232
三门峡,273928-129,15328-130,63,6.78,6.6,14630,921690
三门峡,273928-129,253932-0,57,8.26,4.24,1288,73416
三门峡,273928-129,15295-129,56,8.14,5.29,2636,147616
三门峡,273928-129,15511-128,55,8.2,5.93,466,25630
三门峡,273928-129,253922-1,54,7.98,9.35,102,5508
三门峡,273928-129,253894-2,51,8.74,9.05,100,5100
三门峡,273928-129,124687-0,46,9.62,6.86,41862,1925652
三门峡,273928-129,253929-0,43,9.7,4.22,1238,53234
三门峡,273928-129,15121-130,40,10.38,5.68,78,3120
三门峡,273928-129,259774-0,40,10.19,4.5,54,2160
三门峡,273928-129,253819-1,38,10.54,4.96,6829,259502
三门峡,273928-129,253788-0,34,12.62,8.97,96,3264
三门峡,273928-129,253905-0,30,12.34,6.22,76,2280
三门峡,273928-129,253929-1,30,11.16,4.01,474,14220
三门峡,273928-129,15324-128,30,12.67,7,342,10260
三门峡,273928-129,124694-2,29,11.74,4.84,1960,56840
三门峡,273928-129,5662-130,26,10.81,2.83,700,18200
三门峡,273928-129,47441-1,19,14.04,5.75,96,1824
三门峡,273928-129,253809-1,12,10.62,1.35,106,1272
三门峡,273928-129,253813-2,10,16.42,5.77,168,1680
三门峡,273928-129,15472-130,10,11.46,1.89,78,780
三门峡,273928-129,253916-0,7,15.27,4.33,420,2940
三门峡,273928-129,259682-2,0,17.89,2.47,186,0
三门峡,273928-129,253813-0,0,22.25,4.21,56,0
三门峡,273928-129,253923-0,0,20.43,3.23,92,0
三门峡,273928-130,7202-128,100,-0.59,2.03,58,5800
三门峡,273928-130,15297-128,98,0.59,4.04,58,5684
三门峡,273928-130,15582-128,93,0.5,5.69,80,7440
三门峡,273928-130,273933-129,85,4.84,3.98,4114,349690
三门峡,273928-130,15297-130,82,4,5.47,132,10824
三门峡,273928-130,7202-130,71,4.24,8.8,58,4118
三门峡,273928-130,273928-129,71,6.1,5.29,26858,1906918
三门峡,273928-130,15513-128,68,6.91,4.42,1238,84184
三门峡,273928-130,15322-128,67,6.76,5.14,98,6566
三门峡,273928-130,15324-128,62,6.94,6.63,3702,229524
三门峡,273928-130,253894-2,54,8.45,5.14,150,8100
三门峡,273928-130,253917-2,54,8.61,3.82,4548,245592
三门峡,273928-130,15336-129,53,8.58,6.22,128,6784
三门峡,273928-130,253929-0,53,8.68,4.61,1396,73988
三门峡,273928-130,253891-2,50,8.95,4.16,482,24100
三门峡,273928-130,5662-129,47,9.13,1.62,168,7896
三门峡,273928-130,253929-1,47,9.27,4.27,88,4136
三门峡,273928-130,273933-128,43,9.92,5.61,38510,1655930
三门峡,273928-130,253949-0,43,9.87,4.9,1180,50740
三门峡,273928-130,253819-1,40,10.54,5.88,14003,560120
三门峡,273928-130,259782-0,37,10.54,4.61,13598,503126
三门峡,273928-130,15583-129,36,10.49,4.11,1208,43488
三门峡,273928-130,15295-130,33,10.97,4.37,62,2046
三门峡,273928-130,124683-0,32,10.91,3.99,3716,118912
三门峡,273928-130,15324-129,32,13.52,9.63,62,1984
三门峡,273928-130,15511-128,32,11.08,4.48,636,20352
三门峡,273928-130,124924-2,30,11.22,4.15,19576,587280
三门峡,273928-130,253940-2,28,12.89,6.58,16152,452256
三门峡,273928-130,15339-129,27,13.8,7.83,296,7992
三门峡,273928-130,253911-2,24,12.7,5.18,3538,84912
三门峡,273928-130,238379-0,22,13.35,5.65,258,5676
三门峡,273928-130,15483-128,21,14.18,6.47,90,1890
三门峡,273928-130,15121-130,19,12.3,3.69,526,9994
三门峡,273928-130,253932-0,19,15,6.74,60,1140
三门峡,273928-130,253924-1,17,15.4,6.58,110,1870
三门峡,273928-130,124683-1,15,13.23,4.11,1740,26100
三门峡,273928-130,253816-0,15,14.35,5.2,132,1980
三门峡,273928-130,273928-128,11,16.18,5.76,1250,13750
三门峡,273928-130,124687-2,8,16.86,5.72,396,3168
三门峡,273928-130,253911-0,7,17.69,5.95,190,1330
三门峡,273928-130,253907-0,6,16.67,4.97,644,3864
三门峡,273928-130,253928-1,5,18.54,5.77,182,910
三门峡,273928-130,253908-1,3,17.84,4.57,10356,31068
三门峡,273928-130,124915-1,1,12.5,1.55,330,330
三门峡,273928-130,253909-2,0,21.92,3.24,122,0
三门峡,273928-130,15310-129,0,18.7,1.78,100,0
三门峡,273928-130,15474-128,0,21.21,2.3,226,0
三门峡,273928-130,253893-1,0,21.61,4.3,184,0
三门峡,273929-128,259627-1,90,3.97,3.88,1190,107100
三门峡,273929-128,47469-2,71,6.21,5.08,26802,1902942
三门峡,273929-128,253949-1,64,6.83,5.89,2518,161152
三门峡,273929-128,273929-130,63,7.22,5.31,790,49770
三门峡,273929-128,47469-0,63,7.26,5.15,37607,2369241
三门峡,273929-128,124681-0,61,7.58,5.19,210,12810
三门峡,273929-128,259627-2,58,7.85,5.59,79298,4599284
三门峡,273929-128,15427-128,53,8.63,5.39,6636,351708
三门峡,273929-128,15516-128,52,8.78,5.79,198,10296
三门峡,273929-128,259584-3,49,9.1,7.69,16842,825258
三门峡,273929-128,15486-128,46,9.64,7.14,612,28152
三门峡,273929-128,15592-129,42,10.24,6.28,92,3864
三门峡,273929-128,259584-0,38,10.65,5.58,446,16948
三门峡,273929-128,15514-128,31,12.53,7.32,1918,59458
三门峡,273929-128,15516-129,21,14.09,6.19,562,11802
三门峡,273929-128,273933-129,20,13.21,5.1,66,1320
三门峡,273929-128,273929-129,13,14.8,5.09,4360,56680
三门峡,273929-128,253911-2,12,15.26,5.34,94,1128
三门峡,273929-128,253926-2,8,16.25,5.09,126,1008
三门峡,273929-128,124898-0,6,16.87,5.11,828,4968
三门峡,273929-128,15114-129,5,14.25,3.16,56,280
三门峡,273929-129,259761-1,92,5.71,2.39,42,3864
三门峡,273929-129,7199-128,91,2.75,4.76,24,2184
三门峡,273929-129,15116-129,78,4.81,5.31,32,2496
三门峡,273929-129,259782-1,69,6.17,5.63,106,7314
三门峡,273929-129,47469-2,53,8.44,6.57,18,954
三门峡,273929-129,253949-1,50,9.02,5.94,328,16400
三门峡,273929-129,253929-1,44,9.76,5.49,68,2992
三门峡,273929-129,124923-1,40,10.06,4.2,62,2480
三门峡,273929-129,273929-128,39,10.81,6.57,380,14820
三门峡,273929-129,15514-128,31,11.6,5.22,938,29078
三门峡,273929-129,124898-0,31,12.58,7.29,672,20832
三门峡,273929-129,259627-2,29,12.5,6.42,1288,37352
三门峡,273929-129,273929-130,26,12.71,5.76,7296,189696
三门峡,273929-129,259781-1,25,13.16,6.07,322,8050
三门峡,273929-129,15516-129,21,14.11,6.33,570,11970
三门峡,273929-129,259584-3,21,13.77,6.03,3838,80598
三门峡,273929-129,259682-1,17,16.21,7.67,38,646
三门峡,273929-129,15592-129,15,15.08,5.93,76,1140
三门峡,273929-129,15427-128,2,17.8,4.08,80,160
三门峡,273929-129,15579-130,1,19,4.34,20,20
三门峡,273929-130,253949-0,100,3.56,2.05,668,66800
三门峡,273929-130,253937-2,96,2.16,3.94,154,14784
三门峡,273929-130,5660-129,93,1.95,4.71,250,23250
三门峡,273929-130,15487-129,92,2.83,4.48,166,15272
三门峡,273929-130,253950-2,92,3.19,4.09,74,6808
三门峡,273929-130,253950-0,91,2.16,5,368,33488
三门峡,273929-130,259584-2,90,4.54,3.41,550,49500
三门峡,273929-130,253938-1,90,1.83,5.67,184,16560
三门峡,273929-130,15427-129,89,4.2,3.86,512,45568
三门峡,273929-130,253950-1,89,3.77,4.24,3338,297082
三门峡,273929-130,5660-128,87,3.74,4.66,274,23838
三门峡,273929-130,259682-2,86,3.82,4.72,338,29068
三门峡,273929-130,124681-0,86,5.48,3.29,3654,314244
三门峡,273929-130,259584-1,83,4.98,4.2,24942,2070186
三门峡,273929-130,15516-128,80,5.29,4.34,69051,5524080
三门峡,273929-130,15516-130,80,5.53,4.18,26551,2124080
三门峡,273929-130,15514-130,79,4.46,5.65,56,4424
三门峡,273929-130,253937-0,79,4.28,5.85,274,21646
三门峡,273929-130,253937-1,78,4.07,6.39,1064,82992
三门峡,273929-130,7199-128,78,5.12,4.93,1030,80340
三门峡,273929-130,15592-128,76,5.07,5.47,196,14896
三门峡,273929-130,47469-2,76,5.75,4.7,16545,1257420
三门峡,273929-130,253929-1,75,6.09,4.35,956,71700
三门峡,273929-130,15116-129,75,5.53,5.15,424,31800
三门峡,273929-130,5660-130,70,5.01,7.65,522,36540
三门峡,273929-130,15307-130,69,6.92,4.21,232,16008
三门峡,273929-130,259781-1,69,6.59,4.87,6060,418140
三门峡,273929-130,259584-0,69,6.31,5.32,29582,2041158
三门峡,273929-130,273929-128,66,7.16,4.37,16284,1074744
三门峡,273929-130,259782-1,65,6.86,5.51,2622,170430
三门峡,273929-130,124923-1,65,6.77,5.75,672,43680
三门峡,273929-130,15514-129,64,7.1,5.17,14381,920384
三门峡,273929-130,253949-2,62,7.35,5.34,2210,137020
三门峡,273929-130,259584-3,59,7.88,5.01,16046,946714
三门峡,273929-130,259781-2,58,7.74,6.36,122,7076
三门峡,273929-130,15516-129,58,7.7,6.06,8502,493116
三门峡,273929-130,253949-1,58,7.95,5.18,26877,1558866
三门峡,273929-130,15514-128,55,8.32,5.17,32568,1791240
三门峡,273929-130,124898-0,51,8.85,5.48,9794,499494
三门峡,273929-130,15115-129,47,9.44,6.43,544,25568
三门峡,273929-130,253915-1,45,9.71,5.74,584,26280
三门峡,273929-130,47469-0,44,9.62,4.45,14570,641080
三门峡,273929-130,259627-2,41,10.4,6.04,2836,116276
三门峡,273929-130,273929-129,41,10.19,5.34,4250,174250
三门峡,273929-130,259682-1,40,10.47,5.58,796,31840
三门峡,273929-130,15329-130,37,10.38,4.31,504,18648
三门峡,273929-130,15427-128,35,11.29,5.76,510,17850
三门峡,273929-130,15486-128,33,10.57,3.6,1646,54318
三门峡,273929-130,259598-2,31,12.38,6.92,128,3968
三门峡,273929-130,259598-1,27,12.15,5.22,284,7668
三门峡,273929-130,15114-130,22,11.31,3.03,78,1716
三门峡,273929-130,259627-1,19,13.33,4.87,60,1140
三门峡,273929-130,124675-0,4,17,4.65,162,648
三门峡,273929-130,253931-1,2,17.47,4.14,94,188
三门峡,273929-130,253811-1,1,21.42,5.12,80,80
三门峡,273933-128,273928-129,99,2.31,2.87,12370,1224630
三门峡,273933-128,238379-0,94,0.24,5.64,58,5452
三门峡,273933-128,253901-0,92,2.05,4.97,78,7176
三门峡,273933-128,124687-2,89,4.73,3.49,11094,987366
三门峡,273933-128,15290-128,88,4.85,3.54,92,8096
三门峡,273933-128,15513-128,82,3.77,5.62,452,37064
三门峡,273933-128,124685-0,80,3.08,7.11,158,12640
三门峡,273933-128,124687-0,80,5.99,3.65,1818,145440
三门峡,273933-128,47459-1,79,4.32,5.86,186,14694
三门峡,273933-128,124685-1,78,5.63,4.29,232,18096
三门峡,273933-128,273928-128,78,5.15,4.97,6068,473304
三门峡,273933-128,253798-1,75,4.66,6.48,170,12750
三门峡,273933-128,253819-1,70,4.91,7.99,68,4760
三门峡,273933-128,7200-128,69,6.14,5.67,56,3864
三门峡,273933-128,124687-1,63,7.15,5.71,966,60858
三门峡,273933-128,15336-129,60,7.25,6.77,88,5280
三门峡,273933-128,273933-129,40,10.44,5.98,6376,255040
三门峡,273933-128,15295-130,35,11.63,6.76,162,5670
三门峡,273933-128,15476-128,34,11.85,6.94,1054,35836
三门峡,273933-128,253911-0,33,12.65,8.2,200,6600
三门峡,273933-128,253789-2,32,11.59,5.66,194,6208
三门峡,273933-128,253917-2,28,12.37,5.81,6625,185500
三门峡,273933-128,124694-2,25,11.62,3.95,64,1600
三门峡,273933-128,273928-130,22,14.33,6.94,71905,1581910
三门峡,273933-128,15324-128,21,14.71,7.19,2864,60144
三门峡,273933-128,259595-2,18,14.2,5.73,164,2952
三门峡,273933-128,124711-1,16,12.66,3.68,118,1888
三门峡,273933-128,124683-1,16,15.61,6.64,1544,24704
三门峡,273933-128,5681-129,11,15.73,5.51,1812,19932
三门峡,273933-128,5681-128,9,16.72,5.89,242,2178
三门峡,273933-128,15511-128,9,16.87,6,174,1566
三门峡,273933-128,124683-0,8,16.59,5.4,9654,77232
三门峡,273933-128,259655-2,7,16.04,4.82,146,1022
三门峡,273933-128,253778-2,3,20.9,6.4,524,1572
三门峡,273933-128,5691-128,2,21.51,6.03,178,356
三门峡,273933-128,259595-0,1,18.79,3.92,68,68
三门峡,273933-129,15595-130,99,2,2.93,82,8118
三门峡,273933-129,124698-2,99,-8.55,7.71,196,19404
三门峡,273933-129,253794-1,98,3.17,2.81,70,6860
三门峡,273933-129,15472-128,98,2.07,3.45,1520,148960
三门峡,273933-129,253941-0,97,1.87,3.78,104,10088
三门峡,273933-129,15336-128,97,0.9,4.23,58,5626
三门峡,273933-129,259595-0,96,3.2,3.32,5758,552768
三门峡,273933-129,124674-0,96,2.6,3.7,2400,230400
三门峡,273933-129,253783-0,96,1.02,4.6,102,9792
三门峡,273933-129,7203-130,96,0.4,4.89,268,25728
三门峡,273933-129,15290-129,94,3.56,3.41,19232,1807808
三门峡,273933-129,124672-0,93,1.96,4.88,316,29388
三门峡,273933-129,259655-0,93,2.4,4.43,4832,449376
三门峡,273933-129,15429-129,92,3.23,4.05,3132,288144
三门峡,273933-129,47440-2,92,3.16,4.24,35901,3302892
三门峡,273933-129,15472-130,92,3.04,4.27,108,9936
三门峡,273933-129,15324-130,92,3.42,3.91,6138,564696
三门峡,273933-129,15582-128,92,2.64,4.49,17270,1588840
三门峡,273933-129,47446-2,92,3.04,4.16,528,48576
三门峡,273933-129,47433-1,91,3.03,4.38,188,17108
三门峡,273933-129,15582-129,90,2.71,4.9,136,12240
三门峡,273933-129,15562-128,89,4.36,3.79,244,21716
三门峡,273933-129,124672-1,89,4.15,3.88,244,21716
三门峡,273933-129,15471-129,86,2.38,6.03,130,11180
三门峡,273933-129,253820-2,84,4.39,4.65,122,10248
三门峡,273933-129,15583-129,82,4,5.46,108,8856
三门峡,273933-129,253797-2,81,4.27,5.35,66,5346
三门峡,273933-129,47441-1,80,5.07,4.65,518,41440
三门峡,273933-129,124683-2,79,5.32,4.62,26587,2100373
三门峡,273933-129,7203-128,79,4.38,5.69,2328,183912
三门峡,273933-129,253820-1,79,4.77,5.19,124,9796
三门峡,273933-129,5681-130,77,5.74,4.38,86,6622
三门峡,273933-129,15324-129,77,5.1,5.22,21665,1668205
三门峡,273933-129,7202-130,76,4.87,5.81,596,45296
三门峡,273933-129,15336-130,76,5.38,5.19,84,6384
三门峡,273933-129,15324-128,76,5.34,5.27,86538,6576888
三门峡,273933-129,5681-129,76,5.45,5.01,2070,157320
三门峡,273933-129,124674-1,76,5,5.67,394,29944
三门峡,273933-129,124813-0,75,5.47,5.13,1280,96000
三门峡,273933-129,15476-128,75,4.55,6.46,5498,412350
三门峡,273933-129,253896-0,75,5.83,4.79,58,4350
三门峡,273933-129,15336-129,74,5.32,5.74,54572,4038328
三门峡,273933-129,253917-2,74,5.6,5.22,4080,301920
三门峡,273933-129,15315-129,73,5.94,4.94,230,16790
三门峡,273933-129,253789-2,72,6.28,4.61,6696,482112
三门峡,273933-129,124711-2,72,5.97,5.17,282,20304
三门峡,273933-129,253934-2,72,6.34,4.47,918,66096
三门峡,273933-129,124815-1,71,5.47,6.4,86,6106
三门峡,273933-129,15297-128,65,7.08,5,22474,1460810
三门峡,273933-129,5681-128,64,7.22,4.79,266,17024
三门峡,273933-129,253780-1,64,7.69,3.69,52,3328
三门峡,273933-129,259778-0,63,7.68,3.99,80,5040
三门峡,273933-129,124687-1,62,7.05,6.43,420,26040
三门峡,273933-129,15121-130,60,7.65,5.53,68,4080
三门峡,273933-129,47440-1,58,7.59,7.12,5984,347072
三门峡,273933-129,124683-0,58,7.82,5.95,111110,6444380
三门峡,273933-129,259654-2,56,8.03,6.21,190,10640
三门峡,273933-129,15513-128,56,7.78,7.86,758,42448
三门峡,273933-129,47440-0,53,8.46,6.39,2196,116388
三门峡,273933-129,259595-2,53,8.51,6.84,3304,175112
三门峡,273933-129,253819-1,52,8.73,5.73,5902,306904
三门峡,273933-129,15511-128,43,10.01,6.16,260,11180
三门峡,273933-129,15297-130,42,9.81,4.09,1158,48636
三门峡,273933-129,15339-129,42,10.16,5.41,102,4284
三门峡,273933-129,273928-130,38,11.31,7.29,6202,235676
三门峡,273933-129,124683-1,34,11.7,6.43,1872,63648
三门峡,273933-129,253940-2,29,12.09,5.71,2678,77662
三门峡,273933-129,253796-2,23,13,5.42,56,1288
三门峡,273933-129,259655-2,22,13.55,5.97,524,11528
三门峡,273933-129,253906-1,16,14.92,6,80,1280
三门峡,273933-129,253931-2,13,15.69,6.05,148,1924
三门峡,273933-129,273933-128,13,17.87,7.97,9815,127595
三门峡,273933-129,253769-2,10,16.33,5.76,98,980
三门峡,273933-129,253785-2,7,16.5,4.97,96,672
三门峡,273933-129,15121-129,2,18.55,4.52,66,132
三门峡,273934-128,273934-129,69,5.89,6.19,14500,1000500
三门峡,273934-128,253906-1,53,8.57,5.97,14,742
三门峡,273934-128,15485-130,52,8.73,5.93,13708,712816
三门峡,273934-128,15319-129,50,9,0.73,30,1500
三门峡,273934-128,124684-1,47,9.7,8.37,20,940
三门峡,273934-128,273934-130,46,9.89,7.97,2220,102120
三门峡,273934-128,259594-1,37,11.14,6.7,3430,126910
三门峡,273934-128,253810-0,34,9.62,1.5,26,884
三门峡,273934-128,124684-0,33,11.86,6.45,5592,184536
三门峡,273934-128,15484-128,28,12.39,5.88,36,1008
三门峡,273934-128,124688-1,26,13.92,7.82,50,1300
三门峡,273934-128,236141-0,23,13.28,5.7,86,1978
三门峡,273934-128,259598-2,22,13.54,5.98,52,1144
三门峡,273934-128,259594-2,20,13.68,5.55,234,4680
三门峡,273934-128,253911-0,16,14.47,5.47,846,13536
三门峡,273934-128,124687-1,15,16.3,6.99,20,300
三门峡,273934-128,259712-1,2,18.14,4.49,14,28
三门峡,273934-128,124673-1,1,16.9,3.21,20,20
三门峡,273934-128,259772-2,1,18.67,4.37,104,104
三门峡,273934-128,253936-1,0,17.67,3.23,18,0
三门峡,273934-129,47439-1,89,-0.71,7.91,112,9968
三门峡,273934-129,259594-0,85,4.55,4.23,152,12920
三门峡,273934-129,273934-128,83,4.79,4.33,61999,5145917
三门峡,273934-129,7196-128,80,5.48,4.27,84,6720
三门峡,273934-129,7197-129,70,6.22,5.24,74,5180
三门峡,273934-129,273929-128,64,7.44,4.38,778,49792
三门峡,273934-129,259594-1,63,7.31,5.01,18620,1173060
三门峡,273934-129,15485-128,56,8,6.61,100,5600
三门峡,273934-129,15485-129,53,8.67,4.84,96330,5105490
三门峡,273934-129,253929-1,52,8.67,5.61,44286,2302872
三门峡,273934-129,124684-0,48,9.36,5.95,4572,219456
三门峡,273934-129,15487-130,48,9.34,7.63,122,5856
三门峡,273934-129,15485-130,47,9.52,6.2,48508,2279876
三门峡,273934-129,259594-2,44,9.95,6.2,27160,1195040
三门峡,273934-129,236141-0,40,10.39,5.3,82,3280
三门峡,273934-129,253771-2,39,10.35,5.03,3846,149994
三门峡,273934-129,15334-129,38,11.08,6.6,7410,281580
三门峡,273934-129,253792-1,36,11.21,5.95,7470,268920
三门峡,273934-129,253911-0,35,11.71,6.94,6158,215530
三门峡,273934-129,124687-1,33,12.1,7.09,58,1914
三门峡,273934-129,47439-2,31,11.87,5.65,2256,69936
三门峡,273934-129,124688-1,26,12.19,4.91,654,17004
三门峡,273934-129,124711-2,25,12.91,5.79,68,1700
三门峡,273934-129,259712-1,22,13.53,5.98,412,9064
三门峡,273934-129,15329-130,17,11.82,2.92,98,1666
三门峡,273934-129,124691-1,16,15.09,6.17,1770,28320
三门峡,273934-129,253924-2,14,13,3.68,92,1288
三门峡,273934-129,273934-130,10,15.98,5.5,3258,32580
三门峡,273934-129,259598-2,9,17.68,6.33,1840,16560
三门峡,273934-129,124684-1,1,20.3,4.65,1476,1476
三门峡,273934-130,124915-1,97,3.68,2.79,130,12610
三门峡,273934-130,15484-130,93,2.59,4.24,5056,470208
三门峡,273934-130,15484-129,88,2.56,5.49,9898,871024
三门峡,273934-130,273933-128,87,3.41,4.89,246,21402
三门峡,273934-130,124688-2,84,3.88,5.23,9222,774648
三门峡,273934-130,259658-1,84,3.66,5.27,912,76608
三门峡,273934-130,124685-2,84,3.35,5.6,98,8232
三门峡,273934-130,259712-2,83,4.92,4.28,1220,101260
三门峡,273934-130,259584-3,80,6.19,3.36,96,7680
三门峡,273934-130,124685-0,79,4.24,5.84,1134,89586
三门峡,273934-130,253893-1,77,5.4,4.78,328,25256
三门峡,273934-130,124684-2,76,5.27,5.21,21340,1621840
三门峡,273934-130,124684-0,74,5.72,5.19,40984,3032816
三门峡,273934-130,259712-1,74,5.04,6.25,11260,833240
三门峡,273934-130,253818-2,72,6.05,4.97,458,32976
三门峡,273934-130,15484-128,72,5.05,6.77,9066,652752
三门峡,273934-130,259772-2,68,6.59,5.02,964,65552
三门峡,273934-130,15334-129,66,6.38,6.55,2096,138336
三门峡,273934-130,259598-2,64,7.08,5.44,1332,85248
三门峡,273934-130,253906-0,62,7.63,4.34,956,59272
三门峡,273934-130,273934-128,62,7.43,5.24,22724,1408888
三门峡,273934-130,15329-128,59,8.31,2.89,270,15930
三门峡,273934-130,124687-1,54,8.31,6.51,2030,109620
三门峡,273934-130,124684-1,54,8.4,6.06,73418,3964572
三门峡,273934-130,259775-0,50,8.98,2.28,182,9100
三门峡,273934-130,253906-1,49,9.21,5.68,84,4116
三门峡,273934-130,253792-1,43,9.87,5.01,62,2666
三门峡,273934-130,273934-129,41,10.83,7.85,760,31160
三门峡,273934-130,253911-0,31,12.01,5.93,4328,134168
三门峡,273934-130,124915-0,31,12.87,7.59,126,3906
三门峡,273934-130,15485-130,28,13.15,7.17,3128,87584
三门峡,273934-130,253810-0,25,12.17,4.66,60,1500
三门峡,273934-130,259594-1,19,14.08,5.71,96,1824
三门峡,273934-130,259594-2,14,15.7,6.21,66,924
三门峡,273937-128,253792-1,100,1.25,0.83,8,800
三门峡,273937-128,254572-2,89,3.44,4.53,21357,1900773
三门峡,273937-128,253929-1,78,2.92,7.87,126,9828
三门峡,273937-128,15487-128,74,5.64,5.29,16737,1238538
三门峡,273937-128,15334-129,73,5.56,5.53,90,6570
三门峡,273937-128,11429-130,67,6.43,5.7,24852,1665084
三门峡,273937-128,246341-2,60,7.6,5.76,30,1800
三门峡,273937-128,11429-128,58,7.89,5.84,538,31204
三门峡,273937-128,124691-2,53,8.58,5.47,326,17278
三门峡,273937-128,253911-1,50,9,2.55,8,400
三门峡,273937-128,273937-129,47,9.47,5.96,23741,1115827
三门峡,273937-128,124689-1,44,9.95,5.86,4653,204732
三门峡,273937-128,124711-2,37,11.16,6.53,170,6290
三门峡,273937-128,236141-0,34,12.48,8.48,88,2992
三门峡,273937-128,47438-1,30,12,5.83,12,360
三门峡,273937-128,124689-3,25,12.92,5.89,1032,25800
三门峡,273937-128,15486-130,16,12.19,3.21,32,512
三门峡,273937-128,246706-0,5,16.25,4.44,8,40
三门峡,273937-128,253929-2,1,16.29,3.1,14,14
三门峡,273937-128,253910-0,0,29.1,3.81,40,0
三门峡,273937-129,259595-1,85,6.75,2.17,8,680
三门峡,273937-129,15114-129,80,7.04,2.31,46,3680
三门峡,273937-129,253949-2,73,8,1.63,6,438
